,biosample,sample,...1,dataset,bioproject,sample_description,geo_loc_name,loc_description,lat,lon,is_water,environment,biome,biome_details,biome_type,to_be_considered,PROK.MAGs,temp,depth_str,log_depth,date,bioproject_longnames,bioproject_shortnames,references,depth,depth_original,date_original,year,month,day,min_filtersize_uM,max_filtersize_uM,study_id,instrument_model,within_MLD,analysis_type,distance_to_coast,MLD,ocean_mask,V1,PROK-MAGs,reference,depth_layer,size fraction,size_fraction,marine_region,library_strategy,library_source,library_selection,read_count,base_count
11335,SAMN18200497,ZHAN22-2_SAMN18200497,12062.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.01 N 119.28 E,22.01,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,209.0,,,,2017-09-21 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-21,2017.0,9.0,21.0,,,,HiSeq X Ten,,not_included,122.371280037737,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,217513891,65254167300
11336,SAMN18200498,ZHAN22-2_SAMN18200498,12063.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.01 N 119.28 E,22.01,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,189.0,,,,2017-09-21 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-21,2017.0,9.0,21.0,,,,HiSeq X Ten,,not_included,122.371280037737,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,205597241,61679172300
11337,SAMN18200499,ZHAN22-2_SAMN18200499,12064.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,133.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,225785488,67735646400
11338,SAMN18200500,ZHAN22-2_SAMN18200500,12065.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,127.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,232763725,69829117500
11339,SAMN18200501,ZHAN22-2_SAMN18200501,12066.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,132.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,225203094,67560928200
11340,SAMN18200502,ZHAN22-2_SAMN18200502,12067.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,55.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,241881543,72564462900
11341,SAMN18200503,ZHAN22-2_SAMN18200503,12068.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,53.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,225763481,67729044300
11342,SAMN18200504,ZHAN22-2_SAMN18200504,12069.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,85.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,236000139,70800041700
11343,SAMN18200505,ZHAN22-2_SAMN18200505,12070.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,107.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,259045539,77713661700
11344,SAMN18200506,ZHAN22-2_SAMN18200506,12071.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,117.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,245684586,73705375800
11345,SAMN18200507,ZHAN22-2_SAMN18200507,12072.0,ZHAN22-2,PRJNA707313,not specified,not specified,22.17 N 119.28 E,22.17,119.28,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,72.0,,,,2017-09-25 NA,Metagenome of environmental sample from a cold seep,others,https://www.nature.com/articles/s41597-022-01586-x,missing,,2017-09-25,2017.0,9.0,25.0,,,,HiSeq X Ten,,not_included,114.169880769236,28.9570178985596,0.0,,,,,,,South China and Easter Archipelagic Seas,WGS,METAGENOMIC,RANDOM,219631776,65889532800
11389,SAMN19118216,CAST23-1_SAMN19118216,2039.0,CAST23-1,PRJNA729490,not specified,not specified,42.1204 S 72.6101 W,-42.1204,-72.6101,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,20.0,,,,2016-02-NA NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2016-02,2016.0,2.0,1.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina MiSeq,,not_included,9.00682848220709,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,4373060,2363586688
11390,SAMN19118217,CAST23-1_SAMN19118217,2040.0,CAST23-1,PRJNA729490,not specified,not specified,42.1172 S 72.6376 W,-42.1172,-72.6376,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,17.0,,,,2016-02-NA NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2016-02,2016.0,2.0,1.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina MiSeq,,not_included,9.21136069180073,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,4706172,2640756593
11391,SAMN19118218,CAST23-1_SAMN19118218,2041.0,CAST23-1,PRJNA729490,not specified,not specified,42.1233 S 72.6792 W,-42.1233,-72.6792,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,20.0,,,,2016-02-NA NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2016-02,2016.0,2.0,1.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina MiSeq,,not_included,9.39749961637189,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,4975380,2697115144
11392,SAMN19118219,CAST23-1_SAMN19118219,2042.0,CAST23-1,PRJNA729490,not specified,not specified,42.4772 S 72.43107 W,-42.4772,-72.4311,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,13.0,,,,2017-06-11 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-11,2017.0,6.0,11.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.82209030425677,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,11281449,2278852698
11393,SAMN19118220,CAST23-1_SAMN19118220,2043.0,CAST23-1,PRJNA729490,not specified,not specified,42.47721 S 72.43094 W,-42.4772,-72.4309,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,8.0,,,,2017-06-11 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-11,2017.0,6.0,11.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.82188702269471,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,16056303,3243373206
11394,SAMN19118221,CAST23-1_SAMN19118221,2044.0,CAST23-1,PRJNA729490,not specified,not specified,42.47296 S 72.41799 W,-42.473,-72.418,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,10.0,,,,2017-06-11 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-11,2017.0,6.0,11.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.46924364335934,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,10055863,2031284326
11395,SAMN19118222,CAST23-1_SAMN19118222,2045.0,CAST23-1,PRJNA729490,not specified,not specified,42.4731 S 72.41763 W,-42.4731,-72.4176,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,3.0,,,,2017-06-11 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-11,2017.0,6.0,11.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.48759588020726,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,10886885,2199150770
11396,SAMN19118223,CAST23-1_SAMN19118223,2046.0,CAST23-1,PRJNA729490,not specified,not specified,42.47319 S 72.40579 W,-42.4732,-72.4058,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,6.0,,,,2017-06-11 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-11,2017.0,6.0,11.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.8158943542758,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,11966060,2417144120
11397,SAMN19118224,CAST23-1_SAMN19118224,2047.0,CAST23-1,PRJNA729490,not specified,not specified,42.47319 S 72.40575 W,-42.4732,-72.4058,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,6.0,,,,2017-06-11 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-11,2017.0,6.0,11.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.8158943542758,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,9807473,1981109546
11398,SAMN19118225,CAST23-1_SAMN19118225,2048.0,CAST23-1,PRJNA729490,not specified,not specified,42.38579 S 72.45607 W,-42.3858,-72.4561,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,2.0,,,,2017-06-02 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-02,2017.0,6.0,2.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,3.60667575768505,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,9775247,1974599894
11399,SAMN19118226,CAST23-1_SAMN19118226,2049.0,CAST23-1,PRJNA729490,not specified,not specified,42.3812 S 72.4386 W,-42.3812,-72.4386,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,5.0,,,,2017-06-02 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-02,2017.0,6.0,2.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,2.2938575204086,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,14210241,2870468682
11400,SAMN19118227,CAST23-1_SAMN19118227,2050.0,CAST23-1,PRJNA729490,not specified,not specified,42.38161 S 72.43912 W,-42.3816,-72.4391,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,3.0,,,,2017-06-02 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-02,2017.0,6.0,2.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,2.31811148703409,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,11614822,2346194044
11401,SAMN19118228,CAST23-1_SAMN19118228,2051.0,CAST23-1,PRJNA729490,not specified,not specified,42.30682 S 72.51469 W,-42.3068,-72.5147,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,19.0,,,,2017-06-08 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-08,2017.0,6.0,8.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.32461624895883,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,23238479,4694172758
11402,SAMN19118229,CAST23-1_SAMN19118229,2052.0,CAST23-1,PRJNA729490,not specified,not specified,42.30682 S 72.51469 W,-42.3068,-72.5147,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,8.0,,,,2017-06-08 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-08,2017.0,6.0,8.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.32461624895883,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,10948138,2211523876
11403,SAMN19118230,CAST23-1_SAMN19118230,2053.0,CAST23-1,PRJNA729490,not specified,not specified,42.29934 S 72.49304 W,-42.2993,-72.493,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,15.0,,,,2017-06-08 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-08,2017.0,6.0,8.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.65877793648036,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,12659843,2557288286
11404,SAMN19118231,CAST23-1_SAMN19118231,2054.0,CAST23-1,PRJNA729490,not specified,not specified,42.29935 S 72.49296 W,-42.2994,-72.493,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,10.0,,,,2017-06-08 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-08,2017.0,6.0,8.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.66688232650562,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,14176069,2863565938
11405,SAMN19118232,CAST23-1_SAMN19118232,2055.0,CAST23-1,PRJNA729490,not specified,not specified,42.26203 S 72.43999 W,-42.262,-72.44,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,10.0,,,,2017-06-08 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-08,2017.0,6.0,8.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.38153028091131,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,14979135,3025785270
11406,SAMN19118233,CAST23-1_SAMN19118233,2056.0,CAST23-1,PRJNA729490,not specified,not specified,42.26202 S 72.44016 W,-42.262,-72.4402,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,8.0,,,,2017-06-08 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-08,2017.0,6.0,8.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.37726920869517,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,13623125,2751871250
11407,SAMN19118234,CAST23-1_SAMN19118234,2057.0,CAST23-1,PRJNA729490,not specified,not specified,42.20484 S 72.54741 W,-42.2048,-72.5474,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,16.0,,,,2017-06-05 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-05,2017.0,6.0,5.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,5.67367710575002,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,17944125,3624713250
11408,SAMN19118235,CAST23-1_SAMN19118235,2058.0,CAST23-1,PRJNA729490,not specified,not specified,42.20197 S 72.49864 W,-42.202,-72.4986,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,15.0,,,,2017-06-05 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-05,2017.0,6.0,5.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,3.21587486659892,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,15193759,3069139318
11409,SAMN19118236,CAST23-1_SAMN19118236,2059.0,CAST23-1,PRJNA729490,not specified,not specified,42.20206 S 72.49859 W,-42.2021,-72.4986,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,13.0,,,,2017-06-05 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-05,2017.0,6.0,5.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,3.21410295106085,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,22853830,4616473660
11410,SAMN19118237,CAST23-1_SAMN19118237,2060.0,CAST23-1,PRJNA729490,not specified,not specified,42.17986 S 72.45501 W,-42.1799,-72.455,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,14.0,,,,2017-06-05 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-06-05,2017.0,6.0,5.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,3.00640892097171,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,19910242,4021868884
11411,SAMN19118238,CAST23-1_SAMN19118238,2061.0,CAST23-1,PRJNA729490,not specified,not specified,42.47733 S 72.43112 W,-42.4773,-72.4311,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,55.0,,,,2017-12-14 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-14,2017.0,12.0,14.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.83322115188895,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,42997986,8685593172
11412,SAMN19118239,CAST23-1_SAMN19118239,2062.0,CAST23-1,PRJNA729490,not specified,not specified,42.47733 S 72.43112 W,-42.4773,-72.4311,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,27.0,,,,2017-12-14 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-14,2017.0,12.0,14.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.83322115188895,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,38247625,7726020250
11413,SAMN19118240,CAST23-1_SAMN19118240,2063.0,CAST23-1,PRJNA729490,not specified,not specified,42.47294 S 72.41806 W,-42.4729,-72.4181,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,39.0,,,,2017-12-14 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-14,2017.0,12.0,14.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.45654952444391,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,32657425,6596799850
11414,SAMN19118241,CAST23-1_SAMN19118241,2064.0,CAST23-1,PRJNA729490,not specified,not specified,42.4731 S 72.40573 W,-42.4731,-72.4057,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,33.0,,,,2017-12-16 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-16,2017.0,12.0,16.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.8092225790771,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,31459634,6354846068
11415,SAMN19118242,CAST23-1_SAMN19118242,2065.0,CAST23-1,PRJNA729490,not specified,not specified,42.4731 S 72.40573 W,-42.4731,-72.4057,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,19.0,,,,2017-12-16 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-16,2017.0,12.0,16.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,4.8092225790771,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,34436261,6956124722
11416,SAMN19118243,CAST23-1_SAMN19118243,2066.0,CAST23-1,PRJNA729490,not specified,not specified,42.38636 S 72.45599 W,-42.3864,-72.456,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,37.0,,,,2017-12-12 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-12,2017.0,12.0,12.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,3.59415108847507,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,39246034,7927698868
11417,SAMN19118244,CAST23-1_SAMN19118244,2067.0,CAST23-1,PRJNA729490,not specified,not specified,42.38636 S 72.45599 W,-42.3864,-72.456,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,34.0,,,,2017-12-12 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-12,2017.0,12.0,12.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,3.59415108847507,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,31711081,6405638362
11418,SAMN19118245,CAST23-1_SAMN19118245,2068.0,CAST23-1,PRJNA729490,not specified,not specified,42.3747 S 72.43074 W,-42.3747,-72.4307,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,37.0,,,,2017-12-12 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-12,2017.0,12.0,12.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,2.1281124416045,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,33782075,6823979150
11419,SAMN19118246,CAST23-1_SAMN19118246,2069.0,CAST23-1,PRJNA729490,not specified,not specified,42.3747 S 72.43074 W,-42.3747,-72.4307,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,20.0,,,,2017-12-12 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-12,2017.0,12.0,12.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,2.1281124416045,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,29101180,5878438360
11420,SAMN19118247,CAST23-1_SAMN19118247,2070.0,CAST23-1,PRJNA729490,not specified,not specified,42.3066 S 72.51493 W,-42.3066,-72.5149,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,21.0,,,,2017-12-18 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-18,2017.0,12.0,18.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.29738329132594,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,30606843,6182582286
11421,SAMN19118248,CAST23-1_SAMN19118248,2071.0,CAST23-1,PRJNA729490,not specified,not specified,42.3066 S 72.51493 W,-42.3066,-72.5149,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,29.0,,,,2017-12-18 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-18,2017.0,12.0,18.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.29738329132594,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,23808300,4809276600
11422,SAMN19118249,CAST23-1_SAMN19118249,2072.0,CAST23-1,PRJNA729490,not specified,not specified,42.29935 S 72.493 W,-42.2994,-72.493,1.0,Ocean - Water,Ocean - Water,fjord,Ocean - Water,1,31.0,,,,2017-12-18 NA,"Microbial Ecology of the Comau Fjord, Northern Patagonia (42 S)",others,Eduardo Castro-Nallar (mail),missing,,2017-12-18,2017.0,12.0,18.0,,,Castro-Nallar_2023_Patagonia_fjords,Illumina HiSeq 3000,,not_included,6.66688232650562,,0.0,,,,,,,South Pacific Ocean,WGS,METAGENOMIC,size fractionation,22063230,4456772460
